Train/Step,Train/Loss/Nu,Train/Loss/Flow,Train/Norm/Critic,Train/Norm/Flow,Time/ElapsedSec,Eval/Reward,Eval/Cost,Eval/Length
0,nan,nan,nan,nan,0.0,nan,nan,nan
1000,0.0,0.32961034774780273,48.34092551469803,401.4596117194742,14.177955865859985,nan,nan,nan
2000,0.0,0.1798039823770523,48.32964360713959,406.07636078447104,28.53704595565796,nan,nan,nan
3000,0.0,0.16578306257724762,48.324570536613464,408.0309051088989,43.05358672142029,nan,nan,nan
4000,0.0,0.2120904177427292,48.320751428604126,409.6174978297204,57.60483169555664,nan,nan,nan
5000,0.0,0.2072870135307312,48.3198219537735,411.2082306817174,72.07266807556152,nan,nan,nan
6000,0.0,0.160853773355484,48.31912660598755,412.7939423583448,86.42515277862549,nan,nan,nan
7000,0.0,0.17716671526432037,48.32266002893448,414.17532117664814,100.99818587303162,nan,nan,nan
8000,0.0,0.13716533780097961,48.32489037513733,415.28525038063526,115.46444392204285,nan,nan,nan
9000,0.0,0.15289095044136047,48.330793619155884,416.2675380948931,129.7379171848297,nan,nan,nan
10000,0.0,0.1714208424091339,48.33512979745865,417.1573816947639,144.0625901222229,nan,nan,nan
11000,0.0,0.13858406245708466,48.34099441766739,417.9885786548257,158.23450922966003,nan,nan,nan
12000,0.0,0.17561283707618713,48.34649884700775,418.78726054914296,172.4392237663269,nan,nan,nan
13000,0.0,0.12687543034553528,48.35338616371155,419.54099996574223,186.63962936401367,nan,nan,nan
14000,0.0,0.15215055644512177,48.36019378900528,420.2936892081052,201.0669322013855,nan,nan,nan
15000,0.0,0.14920136332511902,48.368738412857056,421.01894730329514,215.78555536270142,nan,nan,nan
16000,0.0,0.15869516134262085,48.37578511238098,421.6731341332197,230.50838112831116,nan,nan,nan
17000,0.0,0.15176132321357727,48.385661005973816,422.4177505020052,245.22910332679749,nan,nan,nan
18000,0.0,0.1368272602558136,48.39028161764145,423.1208826508373,259.6611180305481,nan,nan,nan
19000,0.0,0.11719006299972534,48.40041887760162,423.73870601318777,274.1725044250488,nan,nan,nan
20000,0.0,0.16200613975524902,48.406722247600555,424.4144664797932,460.064129114151,8.452762712536378,17.666666666666668,1000.0
21000,0.0,0.13002614676952362,48.41578280925751,425.04904414340854,474.45932698249817,nan,nan,nan
22000,0.0,0.12184678763151169,48.422524869441986,425.66574314422905,489.0152540206909,nan,nan,nan
23000,0.0,0.13074231147766113,48.43061834573746,426.3571658935398,503.30990171432495,nan,nan,nan
24000,0.0,0.13188883662223816,48.44336074590683,427.023644130677,517.5851638317108,nan,nan,nan
25000,0.0,0.17114754021167755,48.45110905170441,427.60882867500186,532.0646526813507,nan,nan,nan
26000,0.0,0.18128500878810883,48.4597093462944,428.2715297602117,546.4238102436066,nan,nan,nan
27000,0.0,0.15852023661136627,48.46762067079544,428.8967809714377,560.738618850708,nan,nan,nan
28000,0.0,0.12125913798809052,48.47642385959625,429.49108552373946,575.0928347110748,nan,nan,nan
29000,0.0,0.12571483850479126,48.49001234769821,430.19910482130945,589.3427991867065,nan,nan,nan
30000,0.0,0.1580115407705307,48.49894142150879,430.7928808443248,603.6266140937805,nan,nan,nan
31000,0.0,0.12041213363409042,48.51072072982788,431.4775281511247,617.7216868400574,nan,nan,nan
32000,0.0,0.13210676610469818,48.51812440156937,432.1275600101799,632.0598032474518,nan,nan,nan
33000,0.0,0.1554405242204666,48.53376191854477,432.7214833125472,646.571619272232,nan,nan,nan
34000,0.0,0.1850261092185974,48.54354912042618,433.36777791567147,661.1414451599121,nan,nan,nan
35000,0.0,0.16829530894756317,48.55273085832596,434.07316234335303,675.7672262191772,nan,nan,nan
36000,0.0,0.13654646277427673,48.56223779916763,434.7022600416094,690.4702968597412,nan,nan,nan
37000,0.0,0.1335275024175644,48.57407850027084,435.3746492099017,704.9360072612762,nan,nan,nan
38000,0.0,0.15844176709651947,48.585957169532776,436.1031439024955,719.3961408138275,nan,nan,nan
39000,0.0,0.1571873426437378,48.59894597530365,436.800732454285,733.9784097671509,nan,nan,nan
40000,0.0,0.12757091224193573,48.61487692594528,437.45880078710616,922.1374390125275,8.777565094681409,15.333333333333334,1000.0
