Metrics/EvalEpRet,Metrics/EvalEpCost,Metrics/EvalEpLen,Train/Steps,Loss/Energy,Loss/Flow,Norm/energy,Norm/flow,Time/Eval,Time/StepsPerSec,Time/TotalMinutes
-1.4529671067075953,21.7,1000.0,10000,0.33027809858322144,0.0,11.80603906698525,374.85697211662773,464.51183342933655,39.038613494819636,4.269277306397756
