Train/Step,Train/Loss/Nu,Train/Loss/Flow,Train/Norm/Critic,Train/Norm/Flow,Time/ElapsedSec,Eval/Reward,Eval/Cost,Eval/Length
0,nan,nan,nan,nan,0.0,nan,nan,nan
1000,0.0,0.31019362807273865,48.620626986026764,396.69812723994255,14.446269750595093,nan,nan,nan
2000,0.0,0.22519269585609436,48.60585790872574,402.54247057437897,29.036008834838867,nan,nan,nan
3000,0.0,0.16951130330562592,48.595745742321014,404.71186511591077,43.51453948020935,nan,nan,nan
4000,0.0,0.14375051856040955,48.585229098796844,406.0002073869109,58.093849897384644,nan,nan,nan
5000,0.0,0.1773742437362671,48.57546317577362,407.207367926836,72.66828060150146,nan,nan,nan
6000,0.0,0.2548617422580719,48.56751227378845,408.5068205408752,87.26238679885864,nan,nan,nan
7000,0.0,0.15069594979286194,48.56144565343857,409.7322317510843,101.84056329727173,nan,nan,nan
8000,0.0,0.11666456609964371,48.5538604259491,410.7948440723121,116.38192558288574,nan,nan,nan
9000,0.0,0.21335987746715546,48.54710000753403,411.9810214601457,130.93110489845276,nan,nan,nan
10000,0.0,0.26064273715019226,48.541231870651245,412.96612399071455,145.45048689842224,nan,nan,nan
11000,0.0,0.17038992047309875,48.53659826517105,413.9944562315941,160.0476894378662,nan,nan,nan
12000,0.0,0.14497920870780945,48.532908499240875,414.9568968936801,174.57514071464539,nan,nan,nan
13000,0.0,0.1993732452392578,48.529035568237305,415.80201740935445,189.17902159690857,nan,nan,nan
14000,0.0,0.160930797457695,48.5257933139801,416.7856578491628,203.7399387359619,nan,nan,nan
15000,0.0,0.16547496616840363,48.522629737854004,417.5894436240196,218.37446308135986,nan,nan,nan
16000,0.0,0.09526485204696655,48.51738029718399,418.45514749363065,232.86967587471008,nan,nan,nan
17000,0.0,0.12023954838514328,48.51461637020111,419.21936820819974,247.48113369941711,nan,nan,nan
18000,0.0,0.178028404712677,48.510940968990326,420.04577999934554,262.03465390205383,nan,nan,nan
19000,0.0,0.11034424602985382,48.5089276432991,420.7536503188312,276.55133628845215,nan,nan,nan
20000,0.0,0.1586298793554306,48.505586087703705,421.55224031955004,482.54234051704407,11.257616067475011,31.666666666666668,1000.0
21000,0.0,0.17330347001552582,48.502866327762604,422.3541957549751,497.46725821495056,nan,nan,nan
22000,0.0,0.14244450628757477,48.50090825557709,422.9505831077695,512.386116027832,nan,nan,nan
23000,0.0,0.17237213253974915,48.49699121713638,423.7496355995536,527.1224393844604,nan,nan,nan
24000,0.0,0.12331373989582062,48.49680298566818,424.30387503281236,541.7173655033112,nan,nan,nan
25000,0.0,0.19521471858024597,48.493511617183685,425.11935783550143,556.266117811203,nan,nan,nan
26000,0.0,0.13288334012031555,48.492719650268555,425.74567702412605,569.8280344009399,nan,nan,nan
27000,0.0,0.15641401708126068,48.49041265249252,426.4121260493994,583.5396509170532,nan,nan,nan
28000,0.0,0.13747580349445343,48.48835003376007,427.08005356788635,597.0796849727631,nan,nan,nan
29000,0.0,0.10072841495275497,48.4887176156044,427.6681077964604,610.6895823478699,nan,nan,nan
30000,0.0,0.12546324729919434,48.48583948612213,428.40009712055326,624.1496901512146,nan,nan,nan
31000,0.0,0.1723126918077469,48.4838085770607,429.0119814835489,637.6753571033478,nan,nan,nan
32000,0.0,0.17620210349559784,48.48248732089996,429.6123582087457,651.2899174690247,nan,nan,nan
33000,0.0,0.16408269107341766,48.481372714042664,430.26172614470124,664.9533429145813,nan,nan,nan
34000,0.0,0.13461129367351532,48.480496406555176,430.8803805038333,678.5208604335785,nan,nan,nan
35000,0.0,0.151692733168602,48.48026096820831,431.43633038923144,692.2348759174347,nan,nan,nan
36000,0.0,0.2845902144908905,48.479775965213776,432.12064084224403,705.8249225616455,nan,nan,nan
37000,0.0,0.14038848876953125,48.47959232330322,432.73590440675616,719.5638206005096,nan,nan,nan
38000,0.0,0.15068195760250092,48.479088962078094,433.26707060076296,733.3003017902374,nan,nan,nan
39000,0.0,0.10919664055109024,48.47568565607071,433.8359667453915,747.0432260036469,nan,nan,nan
40000,0.0,0.10458634048700333,48.47377419471741,434.5397411491722,934.3396694660187,16.50421363442405,22.0,1000.0
41000,0.0,0.11479723453521729,48.47424906492233,435.14609746448696,947.1358613967896,nan,nan,nan
42000,0.0,0.14001426100730896,48.4725027680397,435.7478573322296,959.8498990535736,nan,nan,nan
43000,0.0,0.13047562539577484,48.47335475683212,436.45227970555425,972.5706567764282,nan,nan,nan
44000,0.0,0.15580542385578156,48.473372399806976,436.9870110228658,985.3273601531982,nan,nan,nan
45000,0.0,0.1605825275182724,48.47492718696594,437.5341629013419,998.10950922966,nan,nan,nan
46000,0.0,0.1481694132089615,48.472999811172485,438.00129912793636,1010.7782323360443,nan,nan,nan
47000,0.0,0.08743231743574142,48.47212105989456,438.5400893613696,1023.5119380950928,nan,nan,nan
48000,0.0,0.14152400195598602,48.47093713283539,439.11075224913657,1036.7653732299805,nan,nan,nan
49000,0.0,0.1464851200580597,48.47081995010376,439.5010144021362,1050.2857568264008,nan,nan,nan
50000,0.0,0.181391641497612,48.4709170460701,440.17270942404866,1063.7435479164124,nan,nan,nan
51000,0.0,0.20776744186878204,48.47242468595505,440.7217643223703,1077.500224351883,nan,nan,nan
52000,0.0,0.12141448259353638,48.47207760810852,441.3082415610552,1091.1820740699768,nan,nan,nan
53000,0.0,0.17177054286003113,48.47323000431061,441.85359643772244,1104.9643244743347,nan,nan,nan
54000,0.0,0.11357197910547256,48.47546315193176,442.33827757649124,1118.776796579361,nan,nan,nan
55000,0.0,0.1448490172624588,48.477508306503296,442.87767895683646,1132.5817897319794,nan,nan,nan
56000,0.0,0.11682073026895523,48.47953659296036,443.3974805343896,1146.2242994308472,nan,nan,nan
57000,0.0,0.13529717922210693,48.48045456409454,443.9793819524348,1159.8843894004822,nan,nan,nan
58000,0.0,0.2124481201171875,48.48233300447464,444.46124286204576,1173.5263466835022,nan,nan,nan
59000,0.0,0.17731307446956635,48.48576694726944,444.892031442374,1187.3447659015656,nan,nan,nan
60000,0.0,0.19314266741275787,48.48821085691452,445.4625051058829,1376.7734529972076,21.239412245624095,16.333333333333332,1000.0
61000,0.0,0.14091959595680237,48.489074409008026,446.0724274106324,1389.710789680481,nan,nan,nan
62000,0.0,0.12438695877790451,48.48860943317413,446.5869315303862,1402.6080722808838,nan,nan,nan
63000,0.0,0.16819344460964203,48.4905002117157,447.1014166306704,1415.5056262016296,nan,nan,nan
64000,0.0,0.12997989356517792,48.49211269617081,447.6516094598919,1428.3277831077576,nan,nan,nan
65000,0.0,0.15377290546894073,48.49275070428848,448.0638577081263,1441.1157765388489,nan,nan,nan
66000,0.0,0.1354927122592926,48.493726670742035,448.62635283358395,1453.891773223877,nan,nan,nan
67000,0.0,0.14266781508922577,48.495005905628204,449.21065605059266,1466.6808695793152,nan,nan,nan
68000,0.0,0.16453145444393158,48.49498850107193,449.70901523530483,1479.4655604362488,nan,nan,nan
69000,0.0,0.14318720996379852,48.496668457984924,450.24119073711336,1492.4578649997711,nan,nan,nan
70000,0.0,0.08918338268995285,48.50066554546356,450.7905336506665,1506.08358335495,nan,nan,nan
71000,0.0,0.13076603412628174,48.500704884529114,451.23767468705773,1519.8752355575562,nan,nan,nan
72000,0.0,0.09573053568601608,48.50379425287247,451.74443451687694,1533.4881937503815,nan,nan,nan
73000,0.0,0.12469420582056046,48.504102289676666,452.2685225363821,1547.1805465221405,nan,nan,nan
74000,0.0,0.23233628273010254,48.50495237112045,452.79983211681247,1560.8774750232697,nan,nan,nan
75000,0.0,0.1132059320807457,48.50188231468201,453.3408428411931,1574.642344236374,nan,nan,nan
76000,0.0,0.11956291645765305,48.50233918428421,453.96669194847345,1588.2824358940125,nan,nan,nan
77000,0.0,0.13763096928596497,48.501467287540436,454.35678239166737,1601.9133801460266,nan,nan,nan
78000,0.0,0.16932204365730286,48.50238388776779,454.9142851457,1615.5050077438354,nan,nan,nan
79000,0.0,0.12744472920894623,48.50663381814957,455.4184986948967,1629.2378079891205,nan,nan,nan
80000,0.0,0.1362554132938385,48.507179617881775,455.90694841369987,1820.4686114788055,19.85488549614016,26.666666666666668,1000.0
81000,0.0,0.17959663271903992,48.506747364997864,456.4850481059402,1833.330286026001,nan,nan,nan
82000,0.0,0.1412399560213089,48.50861698389053,456.95372452773154,1846.0691826343536,nan,nan,nan
83000,0.0,0.1704457551240921,48.51399350166321,457.5027113761753,1858.8316876888275,nan,nan,nan
84000,0.0,0.12902049720287323,48.513301849365234,458.0573077518493,1871.5918333530426,nan,nan,nan
85000,0.0,0.1847773641347885,48.51177275180817,458.6537886355072,1884.3549404144287,nan,nan,nan
86000,0.0,0.13121747970581055,48.51090967655182,459.2227671314031,1897.059093952179,nan,nan,nan
87000,0.0,0.11300283670425415,48.511665761470795,459.8019607439637,1909.9206547737122,nan,nan,nan
88000,0.0,0.17295680940151215,48.5136701464653,460.3033810239285,1922.642389535904,nan,nan,nan
89000,0.0,0.12482907623052597,48.5161474943161,460.8331979531795,1935.272293806076,nan,nan,nan
90000,0.0,0.15417347848415375,48.51634877920151,461.41175858303905,1947.9555792808533,nan,nan,nan
91000,0.0,0.10833501070737839,48.522512793540955,462.0410103350878,1961.110517501831,nan,nan,nan
92000,0.0,0.16926328837871552,48.5249902009964,462.5752597991377,1974.7408711910248,nan,nan,nan
93000,0.0,0.1495255082845688,48.529623210430145,463.1950200498104,1988.4621324539185,nan,nan,nan
94000,0.0,0.13243862986564636,48.527591705322266,463.72228350676596,2002.1025140285492,nan,nan,nan
95000,0.0,0.1514393836259842,48.52486538887024,464.3602252583951,2015.9223313331604,nan,nan,nan
96000,0.0,0.11184047907590866,48.52402198314667,464.8511650133878,2029.475238084793,nan,nan,nan
97000,0.0,0.1136404275894165,48.52538138628006,465.3523465823382,2042.9726073741913,nan,nan,nan
98000,0.0,0.1275702714920044,48.52644491195679,465.8026850372553,2056.6168909072876,nan,nan,nan
